"url","pub_date"
"http://www.nytimes.com/1994/06/01/opinion/in-america-time-to-act-on-haiti.html","1994-06-01T00:00:00Z"
"http://www.nytimes.com/1994/06/01/opinion/invade-haiti-a-sure-way-to-make-a-bad-policy-worse.html","1994-06-01T00:00:00Z"
"http://www.nytimes.com/1994/06/01/world/to-french-soccer-owner-politician-there-s-no-bad-publicity.html","1994-06-01T00:00:00Z"
"http://www.nytimes.com/1994/06/01/opinion/l-let-s-be-clearer-about-haiti-invasion-267554.html","1994-06-01T00:00:00Z"
"http://www.nytimes.com/1994/06/01/world/the-ghost-of-mussolini-keeps-rattling-his-chains.html","1994-06-01T00:00:00Z"
"http://www.nytimes.com/1994/06/01/business/ukraine-not-for-the-fainthearted.html","1994-06-01T00:00:00Z"
"http://www.nytimes.com/1994/06/01/world/st-petersburg-journal-the-russians-revisit-stalin-s-never-never-land.html","1994-06-01T00:00:00Z"
"http://www.nytimes.com/1994/06/02/world/germany-opts-to-redo-old-ministries-in-berlin.html","1994-06-02T00:00:00Z"
"http://www.nytimes.com/1994/06/02/world/salvador-rightist-inaugurated-pledging-to-fulfill-treaty.html","1994-06-02T00:00:00Z"
"http://www.nytimes.com/1994/06/02/nyregion/plan-for-nassau-legislature-is-delivered.html","1994-06-02T00:00:00Z"
"http://www.nytimes.com/1994/06/02/opinion/bad-memories-in-italy.html","1994-06-02T00:00:00Z"
"http://www.nytimes.com/1994/06/02/opinion/l-it-s-not-too-late-to-stop-zaire-anarchy-278238.html","1994-06-02T00:00:00Z"
"http://www.nytimes.com/1994/06/02/world/ukraine-s-lawmakers-in-warning-to-crimea.html","1994-06-02T00:00:00Z"
"http://www.nytimes.com/1994/06/03/world/the-d-day-tour-the-overview-an-embrace-for-berlusconi-but-friction-with-the-pope.html","1994-06-03T00:00:00Z"
"http://www.nytimes.com/1994/06/03/nyregion/122-on-staff-to-lose-jobs-mayor-says.html","1994-06-03T00:00:00Z"
"http://www.nytimes.com/1994/06/03/opinion/hungary-coalition-rule-is-wise-choice.html","1994-06-03T00:00:00Z"
"http://www.nytimes.com/1994/06/03/world/ukraine-assembly-rejects-bid-to-cancel-presidential-vote.html","1994-06-03T00:00:00Z"
"http://www.nytimes.com/1994/06/03/opinion/new-kids-on-the-right.html","1994-06-03T00:00:00Z"
"http://www.nytimes.com/1994/06/03/us/religious-right-gains-influence-and-spreads-discord-in-gop.html","1994-06-03T00:00:00Z"
"http://www.nytimes.com/1994/06/04/nyregion/cuts-planned-in-managers-giuliani-says.html","1994-06-04T00:00:00Z"
"http://www.nytimes.com/1994/06/05/us/courtesy-code-prompts-suit-in-pasadena.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/nyregion/public-interest-manhattan-community-boards.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/world/mexico-now-says-assassin-acted-alone.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/nyregion/l-the-real-achievements-of-a-community-board-320927.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/nyregion/l-the-real-achievements-of-a-community-board-320781.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/world/papandreou-barks-less-this-time.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/world/china-tries-to-blot-out-memories-of-1989.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/us/symbol-of-tiananmen-square-is-resurrected.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/nyregion/l-the-real-achievements-of-a-community-board-320811.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/world/haiti-s-new-government-fights-potholes.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/nyregion/l-the-real-achievements-of-a-community-board-320862.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/05/world/hindu-hamlet-is-battling-religious-hatred.html","1994-06-05T00:00:00Z"
"http://www.nytimes.com/1994/06/06/world/resolving-a-crisis-can-haiti-emulate-south-africa.html","1994-06-06T00:00:00Z"
"http://www.nytimes.com/1994/06/07/world/cairo-journal-in-bureaucrats-castle-everyone-else-is-a-beggar.html","1994-06-07T00:00:00Z"
"http://www.nytimes.com/1994/06/08/nyregion/c-corrections-333840.html","1994-06-08T00:00:00Z"
"http://www.nytimes.com/1994/06/08/world/japanese-book-praises-hitler-for-his-electoral-techniques.html","1994-06-08T00:00:00Z"
"http://www.nytimes.com/1994/06/08/nyregion/mayor-defends-city-s-hiring-of-4-relatives.html","1994-06-08T00:00:00Z"
"http://www.nytimes.com/1994/06/08/world/south-african-commission-to-investigate-past-political-violence.html","1994-06-08T00:00:00Z"
"http://www.nytimes.com/1994/06/08/us/a-deal-with-russia-on-uranium-draws-protest-from-us-industry.html","1994-06-08T00:00:00Z"
"http://www.nytimes.com/1994/06/08/us/an-epoch-is-ending-but-why.html","1994-06-08T00:00:00Z"
"http://www.nytimes.com/1994/06/09/world/british-vote-is-about-europe-but-major-s-role-is-top-issue.html","1994-06-09T00:00:00Z"
"http://www.nytimes.com/1994/06/09/business/economic-scene-south-africa-s-huge-challenge-bringing-the-good-life-to-blacks.html","1994-06-09T00:00:00Z"
"http://www.nytimes.com/1994/06/10/world/rebels-in-rwanda-said-to-slay-3-bishops-and-10-other-clerics.html","1994-06-10T00:00:00Z"
"http://www.nytimes.com/1994/06/11/nyregion/for-giuliani-and-green-it-might-as-well-be-1997.html","1994-06-11T00:00:00Z"
"http://www.nytimes.com/1994/06/11/nyregion/giuliani-vetoes-bill-to-oversee-privatizing.html","1994-06-11T00:00:00Z"
"http://www.nytimes.com/1994/06/12/world/egypt-begins-crackdown-on-strongest-opposition-group.html","1994-06-12T00:00:00Z"
"http://www.nytimes.com/1994/06/12/magazine/l-ed-rendell-mayor-on-a-roll-357456.html","1994-06-12T00:00:00Z"
"http://www.nytimes.com/1994/06/12/weekinreview/world-democracy-without-democratic-spirit-mexicans-bring-fear-ballot-box.html","1994-06-12T00:00:00Z"
"http://www.nytimes.com/1994/06/12/nyregion/on-sunday-safeguarding-mayors-places-in-history.html","1994-06-12T00:00:00Z"
"http://www.nytimes.com/1994/06/13/nyregion/green-urges-bill-to-shield-investigations-from-politics.html","1994-06-13T00:00:00Z"
"http://www.nytimes.com/1994/06/13/world/estonia-savors-economic-success-but-the-reformers-may-be-in-trouble.html","1994-06-13T00:00:00Z"
"http://www.nytimes.com/1994/06/13/world/a-haiti-invasion-wins-hemisphere-support.html","1994-06-13T00:00:00Z"
"http://www.nytimes.com/1994/06/13/opinion/l-why-a-haiti-invasion-still-makes-sense-370169.html","1994-06-13T00:00:00Z"
"http://www.nytimes.com/1994/06/13/world/rebels-in-mexico-spurn-peace-plan-from-government.html","1994-06-13T00:00:00Z"
"http://www.nytimes.com/1994/06/14/world/high-stakes-for-mexicans.html","1994-06-14T00:00:00Z"
"http://www.nytimes.com/1994/06/14/nyregion/board-is-deadlocked-on-plan-for-legislature.html","1994-06-14T00:00:00Z"
"http://www.nytimes.com/1994/06/15/nyregion/council-votes-first-override-for-giuliani.html","1994-06-15T00:00:00Z"
"http://www.nytimes.com/1994/06/15/world/haiti-official-seen-as-ready-to-step-down.html","1994-06-15T00:00:00Z"
"http://www.nytimes.com/1994/06/15/world/apartheid-s-reminders-quickly-fade.html","1994-06-15T00:00:00Z"
"http://www.nytimes.com/1994/06/16/opinion/l-behind-italy-s-sunny-smile-hides-the-whirlwind-left-propaganda-line-413461.html","1994-06-16T00:00:00Z"
"http://www.nytimes.com/1994/06/16/opinion/l-behind-italy-s-sunny-smile-hides-the-whirlwind-413038.html","1994-06-16T00:00:00Z"
"http://www.nytimes.com/1994/06/16/world/no-headline-407372.html","1994-06-16T00:00:00Z"
"http://www.nytimes.com/1994/06/16/world/palestinians-learn-to-police-their-people-and-the-people-learn-to-accept-it.html","1994-06-16T00:00:00Z"
